Episode,Timestep,Action
229,2,"[[ 1.272303   -0.6103433  -3.1771958   0.78088003 -0.579436   -4.489273
  -0.6181879   1.1333379   2.090478    0.04284745 -0.9204783   0.5332459
  -0.87200487  2.2431254  -2.08058     1.6913944  -1.5374918  -0.5782035
  -0.6103666  -0.4192412  -0.45485994 -0.71467644 -0.68903846  2.0089397 ]]"
230,2,"[[ 0.9464735   0.3795353  -3.0463445   0.76315594 -1.5245389  -5.423672
  -0.85305876  1.944503    1.506731   -0.10442916  0.402196    2.0631614
  -0.33309436  2.5867915  -2.3738704   1.1608884   0.02766243 -0.9909303
  -1.067414   -0.4269197   0.02015629 -0.8847203  -1.1128247   1.4377552 ]]"
231,2,"[[ 0.5949789   1.0496223  -3.2583985  -0.24982484 -1.5352069  -4.945598
  -0.10559598  0.7864101   1.762682    0.03068978  0.10068017  1.0361766
  -0.41042593  1.3054434  -1.7349923   2.5597978   0.6998974  -1.1691421
  -0.64336437 -0.22786748 -0.6993991  -1.0885351  -1.0470301   1.2221068 ]]"
232,2,"[[ 0.62153494  0.7473228  -2.02288     0.46013612 -1.2992176  -4.8170295
  -0.57633716 -0.19209397  1.520194   -1.8479615  -1.254385    2.2616632
  -0.6943376  -0.01885426 -0.53839964  0.9206917   0.26123098 -0.80561686
  -0.30324882 -0.182383   -0.6940121   0.6131221  -1.3132141   2.117583  ]]"
233,2,"[[ 2.0720167   0.07565075 -2.1295455   0.6987914   0.0132426  -4.988513
  -0.7263764   0.3096004   1.9290092  -0.87031597 -0.8190234   1.7919737
  -0.5130028   0.950906   -1.0566586   1.7734559  -0.32396454 -0.4481364
  -0.92969835 -0.82658786  0.0256837   0.37247846 -0.6151886   2.3391309 ]]"
234,2,"[[ 1.1332166  -0.09233534 -2.404744    0.5356566  -1.577796   -4.7618303
  -0.21627615  1.1409044   2.9229226  -0.66980815  0.15711176  1.1910559
  -0.06234628  1.7151262  -1.5185391   2.2966218  -0.1350581  -1.3119812
  -0.95312476 -1.1191154   0.67424655 -0.5060148  -1.0268364   1.9380276 ]]"
235,2,"[[ 1.3507981  -0.41241306 -2.6564937   0.17624184 -0.6117669  -4.71349
   0.20738521  1.2270054   1.5727786  -0.24736881  1.0000144   1.0054343
  -1.3329325   1.0625635  -1.646373    1.3328811  -0.520564   -1.4696376
  -0.9649899  -0.25759184 -0.9804288  -0.07212147 -2.1343722   2.2530344 ]]"
236,2,"[[ 4.8495871e-01  1.7648969e+00 -1.6281543e+00  2.1765679e-03
  -7.9910260e-01 -5.1772604e+00 -1.4591798e-01  5.8473206e-01
   1.9618639e+00  5.0860226e-02  4.4835699e-01  5.6075943e-01
  -1.1061182e+00  1.4578708e+00 -2.8057017e+00  1.7600778e+00
  -1.1606537e+00 -4.9656963e-01 -1.5068014e+00 -1.4307678e+00
  -1.4077339e+00 -2.8227088e-01 -1.3053663e+00  1.2681782e+00]]"
237,2,"[[ 0.74316704  0.88580954 -1.4400928  -0.5716773  -0.9931436  -5.033795
  -0.8206864   1.0876427   0.44358337 -1.1786275  -0.36537376  1.4963582
  -1.2591753   1.6585945  -2.1326191   2.1430864  -0.02625564 -1.472741
  -1.0422752  -0.7116823   0.17753634  1.0928133  -0.8588118   1.3179739 ]]"
238,2,"[[ 0.8467457   1.5882403  -2.7803879   0.43069848 -1.9260507  -4.495802
  -0.1494588   1.3715311   1.70424    -1.4501402  -0.3157412  -0.29946697
  -1.3257946   1.3450224  -2.9923468   2.008712   -1.0569012  -1.3334968
  -0.6110426  -0.72571814 -0.11998753 -1.2157148   0.39289546  0.34492588]]"
239,2,"[[ 0.6552099  -0.03740102 -1.6737208  -0.30457354 -0.33923197 -4.1289334
  -0.5888382   1.2526116   2.610519   -0.1687707  -0.4982626   1.1971245
  -0.39456454  1.302213    0.51480734  2.2841926  -0.9205381   0.05125868
  -0.1878537  -0.8484891  -0.02571428  0.39948338 -1.1722836   0.825856  ]]"
240,2,"[[ 1.9800531   0.5940032  -2.8508863   0.5530771  -1.1980304  -4.5283985
  -0.7455907   1.288589    1.5736667  -0.31567267 -0.3849886   1.5606612
  -0.8872987   1.1883012  -1.7994747   2.3234253  -1.5048649  -1.3115487
  -0.21592146 -0.73487836  0.08253202 -0.0719741  -1.4060072   1.4572515 ]]"
241,2,"[[ 1.0905668   1.2657638  -2.089735    0.5309607  -0.7346761  -4.88616
   0.13542137  1.9878526   1.9342458  -1.0649004  -0.8438344   0.26525617
  -0.59954417  1.0679686  -0.6044155   2.2546763  -0.96727324 -1.586694
  -1.8229046  -1.7454023  -0.3351546   1.2355152  -0.79299396  1.8303711 ]]"
242,2,"[[ 1.2759712   0.07436407 -2.4541402  -0.47240633 -0.8250414  -5.0617
  -1.3345957   1.1209807   1.8880098  -0.5099611   0.86097884  0.9707733
  -0.7549912   1.7997407  -1.2944359   2.450803    0.20874181 -0.8321824
   0.24055278 -0.497416   -0.63225436  0.87727237 -1.1081251   1.9738579 ]]"
243,2,"[[ 0.6770553   0.64967877 -1.0872979  -0.11598577 -0.5222511  -5.1761727
   0.17068231  0.40513885  2.1412215  -1.8185916  -0.07028386  0.18035758
  -1.1567156   2.6760693  -2.1703465   1.7855778   0.12884471 -0.999719
  -0.9847525  -0.41461387 -1.2494015   0.24398406 -0.58933085  1.2618351 ]]"
244,2,"[[ 0.63802755 -0.05792022 -2.0064526   0.5780372  -1.841651   -5.09956
   1.5375226   2.544697    2.4915452  -1.0273955  -0.51730776  0.95857924
  -0.86752576  2.2535787  -2.3302915   1.667627   -1.0284295  -1.2302119
  -0.44712776 -1.3160226   0.15571481  0.47684434  0.06813103  1.0452237 ]]"
245,2,"[[ 0.76530915  1.673933   -2.2733119   0.31148612  0.31101048 -4.3256154
  -0.20713356  1.0440756   2.5552468  -1.4206021  -0.6772951   1.191247
  -0.9014303   1.7948234  -0.9754649   1.2797511  -0.3006966  -1.1276884
   0.14712155 -0.81194955 -0.2593563   0.13946734 -0.6431558   0.8825546 ]]"
246,2,"[[ 0.2889132   0.22022614 -2.0847743   1.0723971  -1.8095139  -4.9437838
   0.0394415   0.23438549  1.8437935  -0.21685943 -0.7406018   1.334898
  -0.9791435   1.3398926  -1.1407046   2.6778235   0.10400572 -0.22979939
  -1.265094   -1.1934192  -0.04961786  0.23601037 -0.43881935  1.0400338 ]]"
247,2,"[[ 0.85331976 -0.08916754 -2.3233442   0.9314641  -0.7608333  -4.15644
  -0.184744    0.49049872  1.6427741  -0.4724276  -0.6397259   0.5506236
  -0.21979773  1.8172172  -1.4659507   1.8999437   0.00940168 -1.0291238
  -1.3672168  -0.30587465 -1.3135538   1.1179638  -0.2819271   1.5375588 ]]"
248,2,"[[ 0.68195915  0.60076094 -1.293989   -0.2576635  -0.47317302 -4.5824437
  -0.15532103  0.73190725  2.7205248  -0.74428016 -0.21610194  1.2154431
  -1.0486665   1.7822746  -1.1222752   2.474689   -0.79554355 -2.4728062
  -0.5735395  -0.8494432  -1.2439175   1.0682178  -0.38034672  2.140914  ]]"
249,2,"[[ 0.05677074  0.5114063  -3.1102784   1.0082625  -1.0871292  -4.6160097
  -0.00799128  2.2849889   2.2242875  -0.7502563  -0.7242995   1.1213942
  -0.8252007   1.9559599  -1.3244872   1.3594999   0.84397537 -1.0042192
  -0.7792977  -1.8228332  -0.33434427  0.17567882 -0.5576394  -0.07178247]]"
250,2,"[[ 0.9327165   0.6489182  -2.7581196   1.2893873  -1.0489323  -5.8177757
  -0.7143234   0.5632227   1.7538867  -1.1894195   0.9859984   0.54811525
  -1.7594326   0.7615618  -0.825734    2.4293556  -0.65490925 -0.84817505
  -0.5613967  -0.4998082  -1.0592389   0.32584062 -0.9992784  -0.27646613]]"
251,2,"[[ 0.26682395  0.19967166 -2.543873    0.21914648 -0.6696961  -4.4512362
   0.73295176  0.49908376  2.0727894  -0.14466795 -0.33470127  0.62143433
  -0.5156498   2.8003912  -1.0975108   1.9571989  -1.0518471  -1.309618
  -1.2375141  -1.0551786  -0.16833395 -0.8942739  -0.8879199   1.3322648 ]]"
252,2,"[[ 0.8495405   0.733011   -1.675802   -0.1956738  -1.6028847  -4.597355
  -1.2528794   1.6217656   2.2058814   0.04206061  0.26231924  1.8934267
  -0.6678896   0.90171415 -1.2559209   2.1559103  -0.03064087 -1.8424726
  -0.8088962  -1.0034978  -0.31123894  0.7130087  -0.3508921   1.3015807 ]]"
253,2,"[[ 0.6787156   1.4571083  -1.8359776   0.25562337  0.06829476 -4.58244
  -0.64185447  0.9129679   2.2787228  -1.1450593   0.04768234  0.6127156
  -0.5539211   1.9157226  -2.696215    1.7115557  -0.87085974 -1.9830499
  -1.7299892  -1.4937652  -0.18217757 -0.9509134  -0.72572184  1.9805589 ]]"
254,2,"[[ 0.26353407 -0.42311424 -1.2629435   0.17027754 -1.253303   -5.5923433
  -0.54533076  2.9502149   1.271612   -0.13184944 -0.91244733  0.9771733
  -0.7755282   2.1882756  -1.4887599   1.690698    1.1422461  -0.48547035
  -0.4545508  -0.711665   -0.7961974  -0.26373887 -1.8435445   2.309306  ]]"
255,2,"[[ 1.4236046   0.24803126 -2.4615421  -0.2556472  -0.18303078 -4.464598
  -0.0268397   0.86890846  1.896246   -1.1658032   0.25408006  0.7209094
  -0.8132179   1.9355716  -1.328172    1.299237   -0.7870426  -0.36381418
  -0.9996738  -0.65626585 -0.7874965  -0.55668104 -1.0615945   1.600777  ]]"
256,2,"[[ 0.7524867   0.59848785 -1.5122831  -0.23385066 -1.7913915  -5.025891
  -1.2940308   1.7349108   1.2829425  -0.45402303 -0.2173155   1.5958622
  -1.5466475   1.269871   -0.88227075  0.82014763 -0.10173753 -0.6798539
  -0.27316007 -1.5811827  -0.28610125  1.2542981  -0.5539958   1.6208866 ]]"
257,2,"[[ 0.5052913   0.23928696 -1.6097605   0.27411422  0.20183718 -5.208938
  -0.10025948  1.9243795   1.6646984  -0.19522431 -0.8301263   0.10888827
  -0.68689287  1.0761892  -0.9848357   1.0323203   0.8842277  -1.1536293
  -1.2566214  -0.62618315  0.08076978 -0.46603233 -0.6764704   1.3234383 ]]"
258,2,"[[ 0.75330985  0.13682011 -2.6358874   0.6625407  -0.98890287 -4.9772034
  -0.50513285  1.2036251   1.7271463  -0.5493587  -0.45481563  1.0625508
  -0.9350563   2.2293143  -2.1630645   1.633126    0.1014303  -1.3946214
  -2.0397298  -1.7467504  -0.89934224 -0.8228557  -0.84389144  2.6159883 ]]"
259,2,"[[ 1.6187729   0.38326192 -0.84081864  0.9777523  -1.6272672  -4.399428
  -0.9948248   0.6582704   1.6840425  -0.9049902   0.3800689   0.30363613
  -1.1511136   1.622722   -1.5077114   0.9736289  -1.018846   -0.30986464
  -1.4511693  -1.1297886  -0.58305407  1.1622528  -0.6259181   1.2850201 ]]"
260,2,"[[ 0.96738315  0.17312363 -1.4183537   0.80135906 -1.4691942  -5.17818
  -0.3803455  -0.5757297   2.603691   -1.5810578   0.54601204  0.5693531
  -1.5442257   1.093564   -0.17638779  1.4485976  -1.1918517  -1.4102886
  -0.23596084 -0.54840326 -0.713598   -0.33001757 -0.9441209   1.5793673 ]]"
261,2,"[[ 0.19869131 -0.00540715 -1.0288017   0.4803462  -0.21925318 -4.9824343
  -0.67868257  0.27867973  1.9567378  -0.17657977 -0.2366436   0.53684247
  -1.1662883   0.32478178 -2.6268363   1.8758848   0.01166403 -2.1688225
  -0.3071335  -1.2244704  -1.2235812  -0.49124485  0.00606847  1.5277466 ]]"
262,2,"[[ 0.39835924 -0.40649015 -2.5096827  -0.05065401 -0.55059433 -4.183581
  -0.8348073   0.1838389   1.3380055  -0.17908123  0.41833624  1.6964567
  -0.7731321   0.7857665  -1.8496492   1.3634923  -0.9225823  -0.57483464
  -0.69247264 -1.2503114  -1.2210232   0.0346884  -0.35010353  1.381169  ]]"
263,2,"[[ 0.6297587  -0.04230493 -2.5254874   0.4384647  -0.81997275 -4.242595
  -0.67675596  1.8545401   0.98286927 -0.62215275 -0.47274387  0.96577054
  -0.5738708   2.1308606  -1.8766907   3.2220306  -1.33639    -1.729973
  -1.0134556  -0.99099475 -0.49851075  1.2804574   0.1917131   1.6203495 ]]"
264,2,"[[-0.38544798  0.8102639  -1.7219337   0.43342257 -1.2190256  -5.1238713
  -0.14053847  1.3874586   0.7894765  -1.861932    0.61377037  0.9292947
  -0.5460199   1.9788282  -2.1904302   1.7040055  -0.85603833 -1.404386
  -0.84988886 -1.1545804  -0.13144395  1.1442983  -1.5301762   2.014058  ]]"
265,2,"[[ 0.7439443   0.21324432 -2.7353501  -0.11377311 -1.6920874  -4.383672
  -0.18223862  1.2787229   2.1064754  -0.17936274  1.5258317  -0.29245585
  -0.99657446  0.72635615 -0.9049648   1.177033   -1.189686    0.34865272
   0.01160491 -1.0109488  -0.7714118   0.40558845 -0.8762498   1.6524156 ]]"
266,2,"[[ 1.0460731e+00 -3.0613542e-03 -1.4970505e+00 -6.4349407e-01
  -6.8806410e-03 -4.0033894e+00 -8.9508009e-01  6.6886586e-01
   7.6781446e-01  4.6936810e-01 -5.0304687e-01  3.6002302e-01
  -9.2262655e-01  1.6249113e+00 -1.7561252e+00  2.2808163e+00
  -2.8389516e-01 -1.7781615e+00 -1.1501001e+00 -1.0885913e+00
  -1.2681034e+00  6.6603398e-01 -4.9753869e-01  1.5652717e+00]]"
267,2,"[[ 0.14807522  1.0163023  -2.0589359   0.08109377 -1.0534306  -4.4795856
  -0.7474458   0.88461626  1.3402901  -0.6628543  -0.14302912  0.3073874
  -1.0326035   1.0521109  -1.0305858   0.63032806 -0.23290142 -0.4065572
  -0.10070997 -1.382889   -0.4891436  -0.45529008 -0.48468715  2.3078659 ]]"
268,2,"[[ 0.7226414   0.20882899 -1.2892369  -0.17917944 -0.5921505  -4.547548
  -0.49440232  1.8569982   1.9227802  -0.01509356  0.86375844  1.1930728
  -0.7197752   1.3731439  -1.5939482   2.5001576  -0.5888404  -0.10922062
  -0.80588347 -1.0334053   0.39607394  1.4900842  -0.6976615   2.084413  ]]"
269,2,"[[ 1.2106788   0.8335033  -2.6077318  -0.60072947 -0.7703728  -5.544125
   0.39675075  0.7779722   1.7585039  -0.7186905  -0.7492137   0.6391557
  -0.15267158  2.6246023   0.04930401  2.3816118  -0.87263834 -1.167404
  -0.92918324 -0.37386012 -0.635384   -0.7571907  -1.3607006   1.1539211 ]]"
270,2,"[[ 1.010629   -0.84434575 -1.7170074   0.41907087 -1.7141176  -3.815763
   0.5303256   2.3572867   2.18359    -0.1718626   0.3286142   0.3415987
  -0.5570967   2.1722908  -1.3653002   1.056591   -0.30953044 -2.5562577
  -1.2671468  -0.09536141 -2.2052557   0.45618543 -0.86869997  1.6677625 ]]"
271,2,"[[ 1.6736563  -0.20377809 -2.8073726   0.78018224 -1.4426646  -4.3852806
   0.6671271   1.5410309   1.9679741  -1.3271508   0.13250181 -0.44809538
  -1.3765149   0.71540695 -2.2211332   1.041625   -0.3175868  -1.5046237
  -0.12101865 -0.91384786 -0.2652158   0.53444546 -1.2843542   1.1755915 ]]"
272,2,"[[ 0.3938285   1.6867174  -1.0431104  -0.42407367 -2.1690798  -4.5339446
  -0.05181229  0.85537404  2.160668   -0.38410026  0.50215113  0.9591029
  -0.7920106   0.6590272  -3.1717026   2.082809   -0.90151244 -0.9057925
  -0.07286793 -0.91677696 -0.93572783 -0.02673434 -1.8142083   1.7194096 ]]"
273,2,"[[ 1.4964046   0.9366112  -2.0577404   0.4520272  -0.5943781  -5.1061616
  -0.4067825   2.2476428   1.933145   -0.51554984 -0.2763961   0.9021778
  -1.6760763   1.531053   -1.8508439   1.4438093   0.74872285 -0.9651251
  -0.7244756  -0.43827933 -0.8544208   0.1510987   0.2353223   1.2887932 ]]"
274,2,"[[ 0.5801213   0.5865219  -2.1339188  -0.5742556  -2.1037507  -4.485519
  -1.7054634  -0.01568425  0.5303209  -0.25262427 -0.4526522   1.9352553
  -0.37403622 -0.46207225 -0.6343801   2.572836   -0.5671392  -0.9656514
  -0.42986235 -0.9825568   0.21266323  1.093187   -0.76523864  1.2045473 ]]"
275,2,"[[ 0.7695385   0.31975073 -2.3445892   0.28711435 -1.3082438  -4.9693375
  -2.2235923   0.34622914  0.65285707 -0.9889064  -0.3799246   0.9709554
  -1.0066867   1.4856118  -2.1423922   1.777876    0.729089   -0.7522775
  -0.79037553 -0.44511488  1.3821179   0.970613   -0.98029244  1.7508423 ]]"
276,2,"[[ 1.7482594   1.7902074  -2.2032127   0.82971275 -1.230733   -4.669306
   0.02390864  1.4615214   1.2886974  -1.0055078  -0.228837    1.1800674
  -0.7197869   1.56632    -1.6851106   2.0133026  -1.2493023  -1.4819833
  -1.3741817  -1.0401584   0.05782524  1.2136874  -0.76542944  1.3193564 ]]"
277,2,"[[ 0.5603894   0.06350777 -1.7532394   1.3494804  -0.8038242  -3.7426968
  -0.62902236  1.5970006   2.5989008  -0.33083224 -0.06138745  1.6576834
  -0.8467892   2.1433601  -1.7757847   1.0982645  -0.5671159  -0.46130627
  -0.8407106  -0.8081738   0.13027671  0.1684326  -0.5306096   2.4836116 ]]"
278,2,"[[ 0.44145417  0.27340132 -2.6230555   1.642486   -1.2748832  -4.7211714
  -1.0289761   0.35214984  2.0219722  -0.51531255  0.32018957  0.5783372
  -0.70100415 -0.06344438 -0.7551296   2.5866642  -0.53213704 -0.4429705
  -0.22439688 -1.3826127  -0.4396904   0.27491242 -0.40523306  2.1688704 ]]"
279,2,"[[ 0.3728994   1.9942976  -2.0142393  -0.0379681  -1.9813372  -4.5846987
  -0.10992108  1.1390092   2.4806545  -0.9101047  -0.83882654  1.0377609
  -1.1531597   1.9529811  -1.840087    2.3836546   0.18126997 -0.9856693
  -1.0651691  -0.6553818  -0.7164123   0.29552293 -0.875592    2.508843  ]]"
280,2,"[[ 1.0092394   0.30566096 -2.1443377  -0.31181198 -1.1385049  -5.911916
  -1.6256      1.2985836   1.8839537  -1.1242929  -0.6809137   0.63556033
  -0.99049526  3.0311732  -1.4122597   1.5337925  -1.3672208  -1.4112427
  -0.12522775 -1.4427781  -0.95270205 -0.503461   -1.4909353   2.192133  ]]"
281,2,"[[ 1.0765603   0.06522733 -1.1429274  -0.08487922 -2.4190397  -5.776894
  -0.84920573  2.1319573   2.2647119  -1.2833507  -0.10719958 -0.8831666
  -0.88438714  1.4987012  -1.5866574   1.6474185   0.2366797  -1.3179399
  -1.5230333  -0.68397915 -0.24602023 -0.64923096 -1.1454557   1.7291769 ]]"
282,2,"[[ 1.2156235   0.51635975 -1.1778741  -0.4107275  -1.6223416  -5.9706993
   1.37503     0.6338353   1.8725724  -0.7323519  -0.5789796   1.1659626
  -1.2957703   2.3162448  -2.104877    1.8391329   0.30674744 -0.84736836
   0.6184076  -0.9244143   0.54331887 -0.73960096  0.07979882  2.0520887 ]]"
283,2,"[[ 0.5290382   0.6868882  -2.0082204  -0.49539515 -0.23581332 -5.4309278
  -0.06970662  0.4302951   1.289381   -0.7255728   0.7339654   0.7291513
  -0.83280164  1.4039202  -0.56285334  1.7381388  -0.62783    -1.0027043
  -0.73813504 -1.8032179  -0.57031107 -0.09249762 -0.09733152  1.0490043 ]]"
284,2,"[[ 0.25379616  0.70186627 -1.5539274  -0.10810064 -0.758368   -4.811878
  -1.0108765   1.0174929   1.3030262  -0.03089517 -0.07951458  1.040637
  -1.2983261   1.9682491  -1.9815915   1.8754588  -0.1267044  -1.5393054
  -1.4027166  -1.4512184  -0.30932036  0.7044629  -0.9968516   2.2715995 ]]"
285,2,"[[ 0.95606196  0.9483265  -1.5491765  -0.2837069  -2.1353164  -4.349378
  -0.16517302  1.6620054   0.72766864 -0.4543683   0.04235789  1.3690104
  -0.30396998  2.2808788  -1.4204506   2.1639519  -0.99271727 -1.3123994
  -0.9035223  -0.99870116  0.91498893  0.13662532 -0.80753464  1.4939228 ]]"
286,2,"[[ 0.81185865  0.8634609  -3.15744    -0.29315484 -0.9671166  -4.328109
  -1.3266054   1.0921797   1.0621817  -1.1860845   1.2169665  -0.6779012
  -0.7585681   1.0661278  -0.65014917  2.2715168  -0.14831188 -1.4701813
  -0.86961216 -0.90972865  0.07831427 -0.12470552 -0.33936092  2.33217   ]]"
287,2,"[[ 8.5236853e-01  1.2217512e+00 -9.2518544e-01  8.0701506e-01
  -1.0639266e+00 -4.7187901e+00 -1.2760375e-01  1.1116792e+00
   2.5648036e+00 -8.3959007e-01  1.5238816e-01  1.2041087e+00
  -1.8042274e+00  1.6570220e+00  3.5458815e-01  2.1893048e+00
  -4.1712546e-01 -2.8209686e-03 -5.9327519e-01 -6.0473186e-01
  -6.0729057e-02 -4.1950759e-01 -1.4228607e+00  1.6522884e-01]]"
288,2,"[[ 2.2190237   0.31607264 -1.5961802  -0.41217315  0.41463375 -4.6973834
  -0.4259711   0.48076302  1.3437762   0.6404101  -0.6026263   1.7673852
  -0.6894362   1.7543665  -3.31552     1.3159933   0.48533738 -0.05299318
   0.6981127   0.2236833  -0.8134001  -0.56735563 -0.5634941   1.1363357 ]]"
289,2,"[[ 1.4987197   1.0360711  -2.964792    0.2299166  -1.5641599  -3.7116642
   0.07596332  1.6121178   1.7820319  -0.59412295  0.21074256  0.7565653
  -1.2347165   1.2679112  -1.8317226   1.7542058  -0.6406913  -1.7716047
  -0.7226776  -1.0016189   0.52387595 -0.1039376  -0.36979073  1.8176477 ]]"
290,2,"[[ 8.1045723e-01  1.4113162e+00 -1.8934650e+00  2.6450303e-01
  -3.5214448e-01 -3.9526124e+00  1.5690288e-01  8.8929033e-01
   1.9365972e+00 -4.7152761e-01 -3.5572237e-01  1.2679969e+00
  -1.1331708e+00  1.9324838e+00 -1.5088015e+00  1.6054324e+00
  -1.7930169e+00 -1.3208727e+00 -1.1374041e+00  6.0146451e-01
  -1.9143844e+00 -3.5154819e-03 -1.6753501e-01  1.3371053e+00]]"
291,2,"[[ 6.6766441e-01  7.2978950e-01 -1.7903439e+00  1.7002285e-01
  -2.2869072e+00 -4.3599710e+00 -7.0284563e-01  6.7425627e-01
   1.7187369e+00 -1.0011148e+00 -3.6186996e-01  2.0327287e+00
  -7.6287097e-01  1.9486859e+00 -2.4668443e-01  1.7288904e+00
  -8.0192697e-01 -9.6064299e-01 -1.1536479e-03 -9.0264797e-01
  -4.7465238e-01 -1.7219612e-01 -7.9637945e-01  2.3701923e+00]]"
292,2,"[[ 8.7772810e-01  8.0648446e-01 -1.6540985e+00 -7.2004902e-01
  -1.4858836e-01 -4.7688589e+00 -5.5075932e-01  2.4175876e-01
   1.7578833e+00 -8.7614739e-01  6.7478311e-01  1.3554465e+00
  -1.9875765e-03  8.2713038e-01 -1.4121950e+00  1.8370018e+00
   6.9895828e-01 -1.2361422e+00 -6.5887189e-01 -1.3917701e+00
  -7.5032163e-01 -1.8511069e-01 -8.4426492e-01  5.7923704e-01]]"
293,2,"[[-0.01713759  0.7171705  -2.9032884   1.3048047  -1.8803093  -5.093475
   0.2747295   1.1336304   1.2095966  -0.10957736  0.3132353   1.4690963
  -1.1491562   1.412431   -0.5265098   2.2177615  -0.8310885  -1.6406858
  -0.812923    0.00797886 -0.34468666  0.99817824 -1.2579939   2.0751956 ]]"
294,2,"[[ 0.9258921   0.03028274 -2.0996401  -0.38508353 -1.2069625  -4.4361663
  -0.901337    0.36731815  1.2448027  -0.26322058 -0.6954716   0.31268317
  -1.442211    1.3269207  -1.9266658   1.7310035  -0.3544861  -1.149589
  -0.32417992 -0.44511577 -1.0419381   1.550707   -0.6716597   2.0711665 ]]"
295,2,"[[ 0.84445786  0.42949718 -1.6798642   0.26574102 -0.84867895 -4.527088
  -0.61590457  0.7809348   1.1153064  -0.02988553 -0.50688577  1.7031096
  -0.45279127  0.7160931  -0.9719376   2.2477427   1.2611789  -1.1984131
  -0.529081   -0.26830453 -0.09421757 -0.12898734 -1.292984    0.38082886]]"
